Name,Rating,Advantage,Disadvantage,Reviews,Salary,Interview,Jobs,Industry,Employees,Ownership,Age,Location,Work Place
Mahindra Aerospace,4.1,Job Security,Promotions / Appraisal,80,554,3,--,Defence & Aerospace , 201-500 Employees , 14 years old , Bangalore +7 more,,
Huber Suhner Electronics,4.1,"Work Life Balance, Company Culture",,80,541,6,--,Electrical Equipment , 51-200 Employees , 55 years old , Pfäffikon +5 more,,
Sud Chemie,4.4,"Job Security, Work Life Balance, Company Culture",,80,495,3,--,Chemicals , 501-1k Employees , 55 years old , New Delhi +4 more,,
UCC,4.5,"Skill Development / Learning, Salary & Benefits, Work Life Balance",,80,276,4,--,Engineering & Construction , 5k-10k Employees (Global) , 13 years old , Lusail +16 more,,
Capstone Securities Analysis,4.4,"Company Culture, Work Satisfaction, Work Life Balance",,80,188,2,--,Financial Services , 201-500 Employees , 20 years old , Pune,,
Evolve Back Luxury Resorts,4.2,"Job Security, Company Culture, Work Satisfaction",,80,229,5,--,501-1k Employees , Bangalore / Bengaluru +6 more,,,,
Ezeego One Travel Tours,4.0,"Company Culture, Salary & Benefits, Work Life Balance",,79,357,1,--,Travel & Tourism , 201-500 Employees , 18 years old , Mumbai +8 more,,
Amplifon,3.7,"Promotions / Appraisal, Work Life Balance, Skill Development / Learning",,79,353,5,--,Medical Equipment , 201-500 Employees , 74 years old , Milan +24 more,,
Supertron Electronics,4.6,"Job Security, Salary & Benefits, Work Satisfaction",,79,355,2,--,IT Services & Consulting , 501-1k Employees , 31 years old , Kolkata +22 more,,
Minda Silca Engineering,4.1,"Skill Development / Learning, Work Life Balance, Company Culture",,79,549,5,--,Industrial Automation , 501-1k Employees , 18 years old , Greater Noida +4 more,,
Galaxy Toyota,3.4,"Promotions / Appraisal, Work Life Balance, Salary & Benefits",,79,400,3,--,Automobile , 501-1k Employees (Global) , 19 years old , New Delhi +2 more,,
Epicu Agro Products,3.4,"Promotions / Appraisal, Company Culture, Salary & Benefits",,79,423,4,--,Food Processing , 201-500 Employees , Delhi +15 more,,,
Apollo Home Healthcare,3.9,"Company Culture, Promotions / Appraisal",,79,320,6,31,Healthcare , 51-200 Employees , 10 years old , Delhi/NCR +9 more,,
Rishita Developers,3.8,"Promotions / Appraisal, Company Culture, Salary & Benefits",,78,378,3,--,Real Estate , 51-200 Employees , 15 years old , Lucknow +2 more,,
Avacend Solutions,3.7,"Promotions / Appraisal, Job Security, Skill Development / Learning",,78,576,5,--,Recruitment , 501-1k Employees , 21 years old , Chennai +15 more,,
Dar Al Riyadh Consultants,4.7,"Work Life Balance, Skill Development / Learning, Work Satisfaction",,77,71,3,--,Architecture & Interior Design , 51-200 Employees , 49 years old , Riyadh +8 more,,
Jawaharlal Nehru Medical College,4.0,"Skill Development / Learning, Work Life Balance, Work Satisfaction",Promotions / Appraisal,77,312,1,--,Education & Training , 201-500 Employees (Global) , 59 years old , Ajmer +14 more,,
Modern Construction Company,3.6,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",,77,454,1,--,Engineering & Construction , 201-500 Employees , 48 years old , New Delhi +19 more,,
JMT Auto,4.3,"Work Life Balance, Salary & Benefits, Job Security",,76,468,1,--,Auto Components , 501-1k Employees , Public , 37 years old , Jamshedpur +6 more,
Lister Technologies,3.8,"Skill Development / Learning, Company Culture, Job Security",Promotions / Appraisal,76,827,2,--,IT Services & Consulting , 501-1k Employees , 24 years old , Chennai +1 more,,
W Pratiksha Hospital,4.3,"Work Life Balance, Company Culture, Skill Development / Learning",,75,362,--,--,Healthcare , 201-500 Employees , 17 years old , Guwahati +2 more,,
Alphamed Formulations,4.3,"Job Security, Work Life Balance, Skill Development / Learning",,74,421,1,--,Pharma , 201-500 Employees , 18 years old , Hyderabad / Secunderabad +2 more,,
Hipower Support Center,2.9,"Promotions / Appraisal, Work Life Balance, Salary & Benefits",,73,187,--,--,BPO , 1k-5k Employees (Global) , 10 years old , Bengaluru +1 more,,
Rishi Laser,3.9,"Job Security, Work Satisfaction",Salary & Benefits,73,369,5,--,201-500 Employees , Public , 32 years old , Mumbai +10 more,,
Varrsana Ispat,3.6,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",,70,435,1,--,Engineering & Construction , 501-1k Employees , Public , 24 years old , New Delhi +8 more,
Kef Infrastructure India,4.0,"Salary & Benefits, Company Culture, Skill Development / Learning",,60,308,1,--,Engineering & Construction , 11-50 Employees , 11 years old , Bangalore +6 more,,
EDUGORILLA COMMUNITY,3.9,"Skill Development / Learning, Work Life Balance, Company Culture",,113,269,5,23,Education & Training , 201-500 Employees , Startup , 8 years old , Lucknow +2 more,
Airtel Africa,3.0,"Company Culture, Promotions / Appraisal, Skill Development / Learning",,101,748,10,--,Telecom , Gurgaon / Gurugram +6 more,,,,
Cardinal Health,3.7,Job Security,Promotions / Appraisal,95,874,11,--,Healthcare , 1k-5k Employees , Forbes Global 2000 , 30 years old , Dublin +8 more,
Envision Enterprise Solutions,3.0,"Salary & Benefits, Promotions / Appraisal, Company Culture",,93,769,11,--,IT Services & Consulting , 51-200 Employees , 18 years old , New Jersey +3 more,,
EssentiallySports,4.2,"Skill Development / Learning, Company Culture, Job Security",,93,81,8,--,Media & Entertainment , 51-200 Employees , Startup , 10 years old , New Delhi +9 more,
Sourcefuse Technologies,3.6,Salary & Benefits,Work Satisfaction,92,851,13,4,IT Services & Consulting , 501-1k Employees , 18 years old , Jacksonville Beach +4 more,,
Infoblox,4.4,"Company Culture, Job Security, Work Satisfaction",,91,891,10,--,IT Services & Consulting , 501-1k Employees , 25 years old , Santa Clara +3 more,,
SISA Information Security,2.9,"Promotions / Appraisal, Company Culture, Salary & Benefits",,90,788,7,--,Emerging Technologies , 201-500 Employees , 21 years old , Bengaluru +12 more,,
Egon Zehnder International,3.9,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",89,866,2,48,Management Consulting , 501-1k Employees , 60 years old , Zurich +3 more,,
Titan Biotech,3.5,"Skill Development / Learning, Promotions / Appraisal, Work Satisfaction",,88,548,8,--,Agro Chemicals , 51-200 Employees , Public , 32 years old , Delhi/NCR +5 more,
GlowTouch Technologies,3.5,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,88,577,26,--,BPO , 1k-5k Employees , 22 years old , Louisville +4 more,,
Anand Rathi Wealth Management,3.4,"Salary & Benefits, Promotions / Appraisal, Skill Development / Learning",,88,862,17,--,Financial Services , 501-1k Employees , Mumbai +11 more,,,
The Judge Group,3.2,"Promotions / Appraisal, Job Security, Work Satisfaction",,87,593,8,--,Recruitment , 501-1k Employees , 8 years old , Wayne +6 more,,
Qapitol Qa,3.7,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",,87,938,15,--,IT Services & Consulting , 201-500 Employees , 9 years old , Bengaluru/Bangalore +2 more,,
Press Fit Pipe And Profile,3.8,"Job Security, Company Culture, Skill Development / Learning",,87,306,4,11,Building Material , 501-1k Employees , 45 years old , Bhiwandi +14 more,,
Amalgam Steel,4.0,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",87,604,8,--,Iron & Steel , 201-500 Employees , Jamshedpur +5 more,,,
Disposafe Health And Life Care,3.2,"Salary & Benefits, Promotions / Appraisal, Company Culture",,86,503,7,--,Medical Equipment , 1k-5k Employees , Public , 17 years old , Delhi/NCR +4 more,
Pavna Group of Industries,3.4,"Promotions / Appraisal, Company Culture, Salary & Benefits",,86,457,5,--,Auto Components , 51-200 Employees , Aligarh +4 more,,,
Apeejay Surrendra Group,3.9,"Work Life Balance, Job Security",Skill Development / Learning,86,521,1,--,FMCG , 10k-50k Employees , Conglomerate , 114 years old , Kolkata +16 more,
ProProfs,3.8,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,86,493,4,--,Software Product , 51-200 Employees , 14 years old , San Francisco +1 more,,
Seagate,3.3,Work Life Balance,"Job Security, Promotions / Appraisal, Skill Development / Learning",86,759,11,--,Hardware & Networking , 11-50 Employees , Forbes Global 2000 , 17 years old , Scotts Valley +5 more,
Finoit Technologies,4.2,"Skill Development / Learning, Work Satisfaction, Company Culture",,86,412,5,--,IT Services & Consulting , 51-200 Employees , 14 years old , Irving +1 more,,
Sandip University,3.7,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",,86,308,7,--,Education & Training , 501-1k Employees , 8 years old , Nashik +17 more,,
Being human,4.5,"Work Life Balance, Company Culture, Work Satisfaction",,86,360,5,--,Fashion & Textile , 51-200 Employees , 17 years old , Mumbai +26 more,,
Xihi Technology,3.8,"Job Security, Work Satisfaction, Company Culture",,86,459,6,--,Electronics Manufacturing , 8 years old , Nagar +2 more,,,
The Digital Group Infotech,3.7,"Work Life Balance, Job Security",Promotions / Appraisal,85,749,5,17,IT Services & Consulting , 201-500 Employees , 25 years old , Princeton +1 more,,
Government of Gujarat,3.9,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",,85,516,--,--,Government , 11-50 Employees , Public , 64 years old , Gandhinagar +27 more,
Trn Energy,3.5,Job Security,"Salary & Benefits, Promotions / Appraisal, Company Culture",85,421,4,--,Power , 1k-5k Employees , 18 years old , Raipur +7 more,,
SSP India,3.9,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",85,725,4,--,IT Services & Consulting , 51-200 Employees , 22 years old , Halifax +10 more,,
U K Paints,3.3,"Promotions / Appraisal, Company Culture, Work Satisfaction",,85,308,10,--,Building Material , 501-1k Employees (Global) , 105 years old , New Delhi +10 more,,
Multi Commodity Exchange of India,3.6,Job Security,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",85,792,4,--,Financial Services , 201-500 Employees , Public , 21 years old , Mumbai +7 more,
Smile Foundation,4.2,"Work Satisfaction, Work Life Balance, Company Culture",,84,468,8,--,Non-Profit , 501-1k Employees , 22 years old , Delhi/NCR +19 more,,
DDF Consultants,4.1,"Work Life Balance, Company Culture",Promotions / Appraisal,84,498,6,--,Healthcare , 201-500 Employees , 16 years old , New Delhi +12 more,,
Monotech Systems,3.9,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,84,526,7,--,Printing & Publishing , 51-200 Employees , 25 years old , Chennai +17 more,,
Shree Venkatesh Buildcon,4.8,"Company Culture, Work Satisfaction, Skill Development / Learning",,84,189,4,12,51-200 Employees , pune +1 more,,,,
Lindstrom Services,4.0,"Work Life Balance, Job Security",Promotions / Appraisal,84,405,7,--,Fashion & Textile , 501-1k Employees , 176 years old , Helsinki +15 more,,
Mac Chem Products,3.2,"Job Security, Promotions / Appraisal, Company Culture",,84,493,6,--,Pharma , 51-200 Employees , Boisar +4 more,,,
Digital Web Solutions,3.9,"Work Satisfaction, Skill Development / Learning, Work Life Balance",,84,541,2,--,IT Services & Consulting , 11-50 Employees , 19 years old , Gurgaon +5 more,,
Sterling Accuris Wellness,4.2,"Work Life Balance, Job Security, Company Culture",,84,401,4,--,Healthcare , 501-1k Employees , 10 years old , Ahmedabad +13 more,,
Shri Ram Murti Smarak Institute of Medical Sciences,3.8,Company Culture,"Promotions / Appraisal, Job Security",84,254,3,169,Education & Training , 501-1k Employees (Global) , 34 years old , Bareilly +3 more,,
GAP IT Services India,3.9,"Work Life Balance, Company Culture","Job Security, Promotions / Appraisal",84,630,6,--,IT Services & Consulting , 501-1k Employees , 19 years old , San Francisco,,
Dolphin Sutures,4.3,"Job Security, Work Satisfaction, Company Culture",,83,127,1,--,Medical Equipment , 201-500 Employees , 30 years old , Bengaluru +7 more,,
Nijji Healthcare,3.6,"Promotions / Appraisal, Salary & Benefits, Job Security",,83,212,5,--,BPO , 51-200 Employees , 11 years old , Kolkata +17 more,,
Trinity Touch,4.1,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Skill Development / Learning",83,607,4,22,Electrical Equipment , 51-200 Employees , 26 years old , New Delhi +8 more,,
Primeone Workforce,4.3,"Company Culture, Work Satisfaction, Work Life Balance",,83,478,3,--,Recruitment , 51-200 Employees , 19 years old , Bhopal +23 more,,
Jumeirah International,4.7,"Company Culture, Skill Development / Learning, Work Life Balance",,83,176,3,--,Hospitality , 201-500 Employees , 27 years old , Dubai +3 more,,
Knack Systems,3.5,"Job Security, Skill Development / Learning",,83,613,5,--,IT Services & Consulting , 201-500 Employees , 26 years old , Woodbridge +3 more,,
Brahmaputra Cracker and Polymer,4.5,"Job Security, Salary & Benefits, Work Life Balance",,83,683,4,--,501-1k Employees , 17 years old , Guwahati +11 more,,,
School of Scholars,4.2,"Skill Development / Learning, Company Culture, Job Security",,83,867,9,--,Education & Training , 1-10 Employees , 24 years old , Nagpur +25 more,,
Nijji Healthcare,3.6,"Promotions / Appraisal, Salary & Benefits, Job Security",,83,212,5,--,BPO , 51-200 Employees , 11 years old , Kolkata +17 more,,
Trinity Touch,4.1,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Skill Development / Learning",83,607,4,22,Electrical Equipment , 51-200 Employees , 26 years old , New Delhi +8 more,,
Clinic Dermatech,3.4,"Salary & Benefits, Promotions / Appraisal, Job Security",,83,387,1,--,Beauty & Personal Care , 201-500 Employees , 18 years old , New Delhi +13 more,,
Primeone Workforce,4.3,"Company Culture, Work Satisfaction, Work Life Balance",,83,478,3,--,Recruitment , 51-200 Employees , 19 years old , Bhopal +23 more,,
Jumeirah International,4.7,"Company Culture, Skill Development / Learning, Work Life Balance",,83,176,3,--,Hospitality , 201-500 Employees , 27 years old , Dubai +3 more,,
Jayasree Techno Solutions,5.0,"Company Culture, Work Life Balance, Work Satisfaction",,83,14,2,--,Chemicals , 11-50 Employees , 8 years old , Hyderabad/Secunderabad +11 more,,
Teqtous Inc,5.0,"Job Security, Work Life Balance, Work Satisfaction",,83,9,--,--,IT Services & Consulting , 11-50 Employees , Bangalore / Bengaluru +2 more,,,
KMC HOSPITAL,4.1,"Skill Development / Learning, Job Security, Work Satisfaction",,82,324,3,--,Healthcare , 501-1k Employees , 42 years old , Coimbatore +15 more,,
CISB,3.9,"Promotions / Appraisal, Company Culture, Salary & Benefits",,82,380,3,--,Law Enforcement & Security , 1k-5k Employees , 20 years old , Mumbai +32 more,,
New Horizon College of Engineering,3.5,"Promotions / Appraisal, Work Satisfaction, Company Culture",,82,330,7,--,Education & Training , 201-500 Employees , 23 years old , Bangalore/Bengaluru +2 more,,
Newtech Medical Devices,3.3,"Promotions / Appraisal, Salary & Benefits, Job Security",,82,309,4,--,Medical Equipment , 51-200 Employees , 17 years old , Faridabad +5 more,,
Funskool India,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",82,617,4,--,Other , 201-500 Employees , 36 years old ,  Chennai +14 more,,
Cascade Revenue Management,2.9,"Job Security, Company Culture, Work Satisfaction",,82,424,4,--,IT Services & Consulting , 201-500 Employees , Kochi +3 more,,,
S K Samanta & Co,3.7,Job Security,"Company Culture, Work Life Balance, Promotions / Appraisal",82,395,7,--,Engineering & Construction , 51-200 Employees , 42 years old , Kolkata +6 more,,
O3 Hire,3.8,"Company Culture, Skill Development / Learning, Job Security",,82,103,6,--,Management Consulting , 51-200 Employees , MNC , 8 years old , Ludhiana +10 more,
Unicom Infotel,4.1,"Job Security, Work Life Balance, Company Culture",,81,439,3,--,Telecom , 51-200 Employees , 28 years old , Mumbai +19 more,,
Cello,3.4,"Promotions / Appraisal, Company Culture, Skill Development / Learning",,81,447,1,--,Retail , 10k-50k Employees , 57 years old , Mumbai +18 more,,
Shrachi Group,3.7,"Promotions / Appraisal, Job Security, Salary & Benefits",,81,357,5,64,Real Estate , 51-200 Employees , 58 years old , Kolkata +10 more,,
Ganga Medical Centre & Hospitals,4.2,"Job Security, Work Satisfaction, Company Culture",,81,387,5,--,Healthcare , 501-1k Employees , 46 years old , Coimbatore +16 more,,
Smile Electronics,3.3,"Company Culture, Salary & Benefits, Promotions / Appraisal",,81,574,1,--,Electronics Manufacturing , 201-500 Employees , Public , 26 years old , Bangalore/Bengaluru +2 more,
Enrich Agro Food Products,4.1,"Skill Development / Learning, Work Life Balance",Promotions / Appraisal,81,490,7,--,FMCG , 201-500 Employees , 13 years old , Gurgaon/Gurugram +6 more,,
Medicamen Biotech,3.7,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,81,481,7,--,Pharma , 51-200 Employees , Public , 31 years old , New Delhi +5 more,
